legacy_id,branch_legacy_id,sku,barcode,name,category_legacy_id,base_uom_legacy_id,purchase_price,wholesale_price,retail_price,min_stock,stock_qty,description,is_divisible,is_active,created_at
84,branch:jesus-maria,MAT-00084,5745508948441,COPLE CPVC 3/4,category:materiales,measure:2,1.47,3,3,4,29,ID producto origen: 84 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-27 at 12.48.46.jpeg | Generado sistema origen: 1,false,true,
85,branch:jesus-maria,MAT-00085,3990549800803,TEE VERDE 1,category:materiales,measure:2,17.01,20,20,4,40,ID producto origen: 85 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-26 at 12.00.51.jpeg | Generado sistema origen: 1,false,true,
86,branch:jesus-maria,MAT-00086,506240673262,ESMERILADORA ANGULAR 4-1/2,category:materiales,measure:2,818.97,1100,1100,1,2,ID producto origen: 86 | Medida origen: Pieza(s),false,true,
87,branch:jesus-maria,MAT-00087,4914112167611,TUERCA UNION VERDE 1/2,category:materiales,measure:2,0,11,11,4,10,ID producto origen: 87 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-27 at 08.58.59 (1).jpeg | Generado sistema origen: 1,false,true,
88,branch:jesus-maria,MAT-00088,7501206650073,ESCOBA METALICA P/JARDIN TRUPER,category:materiales,measure:2,0,138,139,1,1,ID producto origen: 88 | Medida origen: Pieza(s),false,true,
89,branch:jesus-maria,MAT-00089,6950463154809,REDUCCION CPVC 3/4X1/2,category:materiales,measure:2,1.12,2,2,4,29,ID producto origen: 89 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-27 at 12.49.04.jpeg | Generado sistema origen: 1,false,true,
90,branch:jesus-maria,MAT-00090,506240622253,ESPATULA FLEXIBLE 4 P TRUPER,category:materiales,measure:2,64.66,87,87,1,2,ID producto origen: 90 | Medida origen: Pieza(s),false,true,
91,branch:jesus-maria,MAT-00091,7501206630143,ESPATULA FLEXIBLE 3 P TRUPER,category:materiales,measure:2,0,56,57,1,0,ID producto origen: 91 | Medida origen: Pieza(s),false,true,
92,branch:jesus-maria,MAT-00092,,MARTILLO PULIDO 16 OZ UÑA CURVA TRUPER,category:materiales,measure:2,0,103,104,1,1,ID producto origen: 92 | Medida origen: Pieza(s),false,false,
93,branch:jesus-maria,MAT-00093,1619781332669,LLAVE DE PASO VERDE 1/2,category:materiales,measure:2,0,13,13,4,9,ID producto origen: 93 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-27 at 10.44.12.jpeg | Generado sistema origen: 1,false,true,
94,branch:jesus-maria,MAT-00094,,ESPATULA FLEXIBLE 4P TRUPER,category:materiales,measure:2,0,0,0,1,3,ID producto origen: 94 | Medida origen: Pieza(s),false,false,
95,branch:jesus-maria,MAT-00095,,MARTILLO PULIDO 16OZ UÑA RECTA TRUPER,category:materiales,measure:2,0,103,104,1,3,ID producto origen: 95 | Medida origen: Pieza(s),false,false,
96,branch:jesus-maria,MAT-00096,3056027254497,REDUCCION CPVC BUSH 1X1/2,category:materiales,measure:2,0,3,3,4,10,ID producto origen: 96 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-26 at 3.02.20 PM.jpeg | Generado sistema origen: 1,false,true,
97,branch:jesus-maria,MAT-00097,7506240647874,HILO REDONDO PARA DESBROZADORA TRUPER,category:materiales,measure:2,0,24,25,1,2,ID producto origen: 97 | Medida origen: Pieza(s),false,true,
98,branch:jesus-maria,MAT-00098,1684974880418,COPLE VERDE 1/2,category:materiales,measure:2,3.51,4,4,4,40,ID producto origen: 98 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-27 at 08.13.59.jpeg | Generado sistema origen: 1,false,true,
99,branch:jesus-maria,MAT-00099,7506240647881,HILO P/DESBROZADORA 2.4MM X 12M TRUPER EXPERT,category:materiales,measure:2,0,25,26,1,2,ID producto origen: 99 | Medida origen: Pieza(s),false,true,
100,branch:jesus-maria,MAT-00100,7501206664452,JUEGO 8 DESARMADORES TRANSP PRETUL,category:materiales,measure:2,0,185,185,1,0,ID producto origen: 100 | Medida origen: Pieza(s),false,true,
101,branch:jesus-maria,MAT-00101,7506240647898,HILO REDONDO PARA DESBROZADORA 2.7MM X 12M,category:materiales,measure:2,0,29,30,1,2,ID producto origen: 101 | Medida origen: Pieza(s),false,true,
102,branch:jesus-maria,MAT-00102,7501206630402,"NIVEL 14"" C/PROTECCION TRUPER",category:materiales,measure:2,0,114,115,1,2,ID producto origen: 102 | Medida origen: Pieza(s),false,true,
103,branch:jesus-maria,MAT-00103,7501206664513,JUEGO 8 DESARMADORES NEGROS PRETUL,category:materiales,measure:2,0,182,182,1,3,ID producto origen: 103 | Medida origen: Pieza(s),false,true,
104,branch:jesus-maria,MAT-00104,9418648579412,VALV CPVC DE BOLA 1/2,category:materiales,measure:2,0,19,19,4,8,ID producto origen: 104 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-27 at 8.04.24 AM_9206.jpeg | Generado sistema origen: 1,false,true,
105,branch:jesus-maria,MAT-00105,7501206630419,NIVEL 18,category:materiales,measure:2,0,156,157,1,1,ID producto origen: 105 | Medida origen: Pieza(s),false,true,
106,branch:jesus-maria,MAT-00106,7501206664520,JUEGO DE 6 DESARMADORES PRETUL,category:materiales,measure:2,0,142,142,1,2,ID producto origen: 106 | Medida origen: Pieza(s),false,true,
107,branch:jesus-maria,MAT-00107,7501206630426,NIVEL 24,category:materiales,measure:2,0,184,185,1,1,ID producto origen: 107 | Medida origen: Pieza(s),false,true,
108,branch:jesus-maria,MAT-00108,7501206690468,LENTES TRASPARENTES PRETUL,category:materiales,measure:2,0,23,23,1,4,ID producto origen: 108 | Medida origen: Pieza(s),false,true,
109,branch:jesus-maria,MAT-00109,3589681609360,TEE CPVC 3/4,category:materiales,measure:2,2.97,5,5,4,9,ID producto origen: 109 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-27 at 10.57.36.jpeg | Generado sistema origen: 1,false,true,
110,branch:jesus-maria,MAT-00110,7501206630518,PALA CUADRADA T-2000 PUÑO Y TRUPER,category:materiales,measure:2,171.55,231,231,1,3,ID producto origen: 110 | Medida origen: Pieza(s),false,true,
111,branch:jesus-maria,MAT-00111,7501206690475,LENTES NEGROS PRETUL,category:materiales,measure:2,0,22,23,1,0,ID producto origen: 111 | Medida origen: Pieza(s),false,true,
112,branch:jesus-maria,MAT-00112,6188161811209,CODO PVC 2X90,category:materiales,measure:2,5.16,8,8,4,25,ID producto origen: 112 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-26 at 12.01.24 PM.jpeg | Generado sistema origen: 1,false,true,
113,branch:jesus-maria,MAT-00113,7506240621515,LENTES AMARILLOS PRETUL,category:materiales,measure:2,0,22,23,1,3,ID producto origen: 113 | Medida origen: Pieza(s),false,true,
114,branch:jesus-maria,MAT-00114,7501206612415,PALA REDONDA T-2000 MANGO LARGO TRUPER,category:materiales,measure:2,0,260,261,1,1,ID producto origen: 114 | Medida origen: Pieza(s),false,true,
115,branch:jesus-maria,MAT-00115,2219876481037,REDUCCION CPVC 1X3/4,category:materiales,measure:2,0,4,4,4,9,ID producto origen: 115 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-27 at 12.49.26.jpeg | Generado sistema origen: 1,false,true,
116,branch:jesus-maria,MAT-00116,7506240620402,MAZO DE HULE PRETUL 16 OZ,category:materiales,measure:2,53.45,72,72,1,1,ID producto origen: 116 | Medida origen: Pieza(s),false,true,
117,branch:jesus-maria,MAT-00117,7501206641224,"PINZA PROFESIONAL 9""TRUPER",category:materiales,measure:2,0,190,191,1,1,ID producto origen: 117 | Medida origen: Pieza(s),false,true,
118,branch:jesus-maria,MAT-00118,7501206639382,PINZA ALTA PALANCA 9,category:materiales,measure:2,0,214,215,1,0,ID producto origen: 118 | Medida origen: Pieza(s),false,true,
119,branch:jesus-maria,MAT-00119,5896909031406,ADAPTADOR CPVC BUSH HEMBRA 3/4,category:materiales,measure:2,2.88,5,5,4,28,ID producto origen: 119 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-26 at 3.02.31 PM.jpeg | Generado sistema origen: 1,false,true,
120,branch:jesus-maria,MAT-00120,7501206640241,PINZA D/PRESION 10P MORDAZA CURVA TRUPER,category:materiales,measure:2,0,168,168,1,1,ID producto origen: 120 | Medida origen: Pieza(s),false,true,
121,branch:jesus-maria,MAT-00121,7501206640234,PINZA D/PRESION 10P MORDAZA RECTA TRUPER,category:materiales,measure:2,0,168,168,1,0,ID producto origen: 121 | Medida origen: Pieza(s),false,true,
122,branch:jesus-maria,MAT-00122,9307497148583,TEE VERDE 1/2,category:materiales,measure:2,5.64,3,3,4,27,ID producto origen: 122 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-26 at 12.01.08.jpeg | Generado sistema origen: 1,false,true,
