legacy_id,sku,barcode,name,brand_legacy_id,brand_name,category_legacy_id,category_name,uom_legacy_id,uom_name,origin_country,volume_ml,alcohol_pct,vintage_year,price_retail,price_mid_wholesale,price_wholesale,cost,purchase_cost,min_stock,max_stock,image_url,notes,is_active,is_divisible,price_mid_wholesale_min_qty,price_wholesale_min_qty,single_price_mode
32,MAT-00032,7501206679166,CINTA MASKING TAPE 12MMX50MM,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,18,17,17,,,1,9999,,ID producto origen: 32 | Medida origen: Pieza(s),true,false,1,1,false
33,MAT-00033,2225875368903,TEE VERDE 3/4,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,14,14,14,10.58,10.58,4,9999,uploads/productos/WhatsApp Image 2025-09-26 at 12.01.26.jpeg,ID producto origen: 33 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
34,MAT-00034,506240635161,ACEITE 2 TIEMPOS 60ML,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,26,26,26,,,1,9999,,ID producto origen: 34 | Medida origen: Pieza(s),true,false,1,1,true
35,MAT-00035,7501206679173,CINTA MASKING TAPE 18MMX50MM,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,26,25,25,,,1,9999,,ID producto origen: 35 | Medida origen: Pieza(s),true,false,1,1,false
36,MAT-00036,,LLANA 11P 10 REMACHES TRUPER,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,128,127,127,,,1,9999,,ID producto origen: 36 | Medida origen: Pieza(s),true,false,1,1,false
37,MAT-00037,7501206679197,CINTA MASKING TAPE 36MMX50M,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,49,48,48,,,1,9999,,ID producto origen: 37 | Medida origen: Pieza(s),true,false,1,1,false
38,MAT-00038,7501206633762,"LLANA 11""X5"" TRUPER",,,category:materiales,Materiales,medida:2,PIEZAS,,,,,111,110,110,,,1,9999,,ID producto origen: 38 | Medida origen: Pieza(s),true,false,1,1,false
39,MAT-00039,5179344591637,TEE COBRE 1,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,140,139,139,,,1,9999,uploads/productos/WhatsApp Image 2025-09-27 at 09.29.16.jpeg,ID producto origen: 39 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,false
40,MAT-00040,7501206674376,"LLANA DENTADA 11""X5"" TRUPER",,,category:materiales,Materiales,medida:2,PIEZAS,,,,,111,110,110,81.9,81.9,1,9999,,ID producto origen: 40 | Medida origen: Pieza(s),true,false,1,1,false
41,MAT-00041,0296354357284,COPLE VERDE 3/4,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,11,11,11,6.3,6.3,4,9999,uploads/productos/WhatsApp Image 2025-09-27 at 08.13.46.jpeg,ID producto origen: 41 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
42,MAT-00042,7501206679180,CINTA MASKING 24MMX50M TRUPER,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,33,32,32,,,1,9999,,ID producto origen: 42 | Medida origen: Pieza(s),true,false,1,1,false
43,MAT-00043,7501206641415,LLAVE AJUSTABLE PERICO 10P EXPERT,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,231,230,230,,,1,9999,,ID producto origen: 43 | Medida origen: Pieza(s),true,false,1,1,false
44,MAT-00044,0890562703774,CODO VERDE 1X90,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,7,7,7,3.99,3.99,4,9999,uploads/productos/WhatsApp Image 2025-09-27 at 08.59.32.jpeg,ID producto origen: 44 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
45,MAT-00045,7501206679203,CINTA MASKING TAPE 48MMX50M,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,65,64,64,,,1,9999,,ID producto origen: 45 | Medida origen: Pieza(s),true,false,1,1,false
46,MAT-00046,8235217694908,CODO PIPA MACHO 3/4(VERDE),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,27,27,27,,,4,9999,uploads/productos/WhatsApp Image 2025-09-26 at 11.01.56.jpeg,ID producto origen: 46 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
47,MAT-00047,7501206647158,"LLAVE COMBINADA 7/16"" TRUPER EXPERT",,,category:materiales,Materiales,medida:2,PIEZAS,,,,,64,63,63,,,1,9999,,ID producto origen: 47 | Medida origen: Pieza(s),true,false,1,1,false
48,MAT-00048,7501206693308,CINTA MASKING TAPE AZUL 18MMX50M TRUPER,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,46,45,45,,,1,9999,,ID producto origen: 48 | Medida origen: Pieza(s),true,false,1,1,false
49,MAT-00049,0386346233914,REDUCCION PVC 3X4,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,12,12,12,,,4,9999,uploads/productos/WhatsApp Image 2025-09-26 at 09.21.40.jpeg,ID producto origen: 49 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
50,MAT-00050,7501206647165,"LLAVE COMBINADA 1/2"" TRUPER EXPERT",,,category:materiales,Materiales,medida:2,PIEZAS,,,,,76,75,75,,,1,9999,,ID producto origen: 50 | Medida origen: Pieza(s),true,false,1,1,false
51,MAT-00051,8391648340101,ADAPTADOR CPVC BUSH HEMBRA 1/2,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,3,3,3,1.8,1.8,4,9999,uploads/productos/WhatsApp Image 2025-09-27 at 10.58.16 (1).jpeg,ID producto origen: 51 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
52,MAT-00052,0181845830165,TUERCA UNION VERDE 3/4,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,22,22,22,,,4,9999,uploads/productos/WhatsApp Image 2025-09-27 at 08.59.19.jpeg,ID producto origen: 52 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
53,MAT-00053,7501206647202,"LLAVE COMBINADA 3/4"" TRUPER EXPERT",,,category:materiales,Materiales,medida:2,PIEZAS,,,,,122,121,121,,,1,9999,,ID producto origen: 53 | Medida origen: Pieza(s),true,false,1,1,false
54,MAT-00054,7501206693315,CINTA MASKING TAPE AZUL 24MMX50M TRUPER,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,57,56,56,,,1,9999,,ID producto origen: 54 | Medida origen: Pieza(s),true,false,1,1,false
55,MAT-00055,5154303073638,CODO CPVC 1/2X45,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,2,2,2,0.93,0.93,4,9999,uploads/productos/WhatsApp Image 2025-09-27 at 12.28.17.jpeg,ID producto origen: 55 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
56,MAT-00056,7501206642641,LLAVE COMBINADA 8MM TRUPER EXPERT,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,53,52,52,,,1,9999,,ID producto origen: 56 | Medida origen: Pieza(s),true,false,1,1,false
57,MAT-00057,7501206693339,CINTA MASKING TAPE AZUL 48MMX50M TRUPER,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,110,109,109,,,1,9999,,ID producto origen: 57 | Medida origen: Pieza(s),true,false,1,1,false
58,MAT-00058,7501206647219,LLAVE COMBINADA 10MM TRUPER EXPERT,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,57,56,56,,,1,9999,,ID producto origen: 58 | Medida origen: Pieza(s),true,false,1,1,false
59,MAT-00059,7501206652213,"CHIFLON 3"" DE LATON TRUPER",,,category:materiales,Materiales,medida:2,PIEZAS,,,,,64,63,63,,,1,9999,,ID producto origen: 59 | Medida origen: Pieza(s),true,false,1,1,false
60,MAT-00060,7501206647240,LLAVE COMBINADA 13MM TRUPER EXPERT,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,76,75,75,,,1,9999,,ID producto origen: 60 | Medida origen: Pieza(s),true,false,1,1,false
61,MAT-00061,7506240647973,BROCHA CORTE RECTO 2P (TRUPER),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,34,33,33,,,1,9999,,ID producto origen: 61 | Medida origen: Pieza(s),true,false,1,1,false
62,MAT-00062,7506240622246,ESPATULA FLEXIBLE 3P ACERO INOX EXPERT,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,78,77,77,,,1,9999,,ID producto origen: 62 | Medida origen: Pieza(s),true,false,1,1,false
63,MAT-00063,7506240647997,"BROCHA CORTE RECTO 3"" TRUPER",,,category:materiales,Materiales,medida:2,PIEZAS,,,,,55,54,54,,,1,9999,,ID producto origen: 63 | Medida origen: Pieza(s),true,false,1,1,false
64,MAT-00064,7506240653288,LUBRICANTE MULTIUSOS AEROSOL 235 ML TRUPER,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,45,44,44,,,1,9999,,ID producto origen: 64 | Medida origen: Pieza(s),true,false,1,1,false
65,MAT-00065,0894912921344,CODO VERDE 1/2X45,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0,0,0,,,4,9999,,ID producto origen: 65 | Medida origen: Pieza(s),true,false,6,12,false
66,MAT-00066,0894912921344,CODO VERDE 1/2X45,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,11,11,11,8.46,8.46,4,9999,uploads/productos/WhatsApp Image 2025-09-26 at 12.03.11 (1).jpeg,ID producto origen: 66 | Medida origen: Pieza(s) | Generado sistema origen: 1,false,false,1,1,true
67,MAT-00067,4679641887200,ADAPTADOR CPVC MACHO 1/2 C/LATON,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,25,25,25,21.53,21.53,2,9999,uploads/productos/WhatsApp Image 2025-09-27 at 8.04.01 AM.jpeg,ID producto origen: 67 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
68,MAT-00068,7506240653295,LUBRICANTE MULTIUSOS AEROSOL 345 ML TRUPER,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,58,57,57,,,1,9999,,ID producto origen: 68 | Medida origen: Pieza(s),true,false,3,3,false
69,MAT-00069,7506240622277,ESPATULA FLEXIBLE 6P TRUPER EXPERT,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,107,106,106,,,1,9999,,ID producto origen: 69 | Medida origen: Pieza(s),true,false,1,1,false
70,MAT-00070,6616457255630,CODO PVC 4X90,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,35,35,35,18.34,18.34,4,9999,uploads/productos/WhatsApp Image 2025-09-26 at 11.34.38 AM.jpeg,ID producto origen: 70 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
71,MAT-00071,7506240638803,HILO DUAL P/ DESBROZADORA 2.7MM X 12MM TRUPER EXPERT,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,40,39,39,,,1,9999,,ID producto origen: 71 | Medida origen: Pieza(s),true,false,1,1,false
72,MAT-00072,2293067605082,CODO VERDE 3/4X90,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,8,8,8,5.6,5.6,1,9999,uploads/productos/WhatsApp Image 2025-09-27 at 08.59.46.jpeg,ID producto origen: 72 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
73,MAT-00073,7506240653318,LUBRICANTE MULTIUSOS AEROSOL 550 ML TRUPER,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,87,86,86,,,1,9999,,ID producto origen: 73 | Medida origen: Pieza(s),true,false,1,1,false
74,MAT-00074,4448753441804,TAPON VERDE 1/2,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,8,8,8,32.22,32.22,4,9999,uploads/productos/WhatsApp Image 2025-09-27 at 09.29.27.jpeg,ID producto origen: 74 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
75,MAT-00075,7501206630310,MARRO 3LB TRUPER,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,196,195,195,145.69,145.69,1,9999,,ID producto origen: 75 | Medida origen: Pieza(s),true,false,1,1,false
76,MAT-00076,7506240645238,RODILLO 5/8,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,49,48,48,,,1,9999,,ID producto origen: 76 | Medida origen: Pieza(s),true,false,1,1,false
77,MAT-00077,7506240645252,"RODILLO 1"" TRUPER NARANJA",,,category:materiales,Materiales,medida:2,PIEZAS,,,,,52,51,51,,,1,9999,,ID producto origen: 77 | Medida origen: Pieza(s),true,false,1,1,false
78,MAT-00078,5980590266961,CODO PIPA VERDE HEMBRA 3/4,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,25,25,25,,,4,9999,uploads/productos/WhatsApp Image 2025-09-26 at 12.04.47.jpeg,ID producto origen: 78 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
79,MAT-00079,4282062295617,"TAPON VERDE 1""",,,category:materiales,Materiales,medida:2,PIEZAS,,,,,5,5,5,,,4,9999,uploads/productos/WhatsApp Image 2025-09-27 at 09.30.00.jpeg,ID producto origen: 79 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
80,MAT-00080,7501206675816,MARRO 4LB TRUPER,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,244,243,243,181.03,181.03,1,9999,,ID producto origen: 80 | Medida origen: Pieza(s),true,false,1,1,false
81,MAT-00081,7682083265298,COPLE CPVC 1/2,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,3,3,3,0.69,0.69,4,9999,uploads/productos/WhatsApp Image 2025-09-27 at 12.48.33.jpeg,ID producto origen: 81 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
82,MAT-00082,5282820939783,YEE PVC 2,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,10,10,10,,,4,9999,uploads/productos/WhatsApp Image 2025-09-26 at 11.32.26 AM.jpeg,ID producto origen: 82 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
83,MAT-00083,7454607598256,CODO VERDE 3/4X45,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,14,14,14,5.6,5.6,4,9999,uploads/productos/WhatsApp Image 2025-09-26 at 12.03.29.jpeg,ID producto origen: 83 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
84,MAT-00084,5745508948441,COPLE CPVC 3/4,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,3,3,3,1.47,1.47,4,9999,uploads/productos/WhatsApp Image 2025-09-27 at 12.48.46.jpeg,ID producto origen: 84 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
85,MAT-00085,3990549800803,TEE VERDE 1,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,20,20,20,17.01,17.01,4,9999,uploads/productos/WhatsApp Image 2025-09-26 at 12.00.51.jpeg,ID producto origen: 85 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
86,MAT-00086,506240673262,ESMERILADORA ANGULAR 4-1/2,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,1100,1100,1100,818.97,818.97,1,9999,,ID producto origen: 86 | Medida origen: Pieza(s),true,false,1,1,true
87,MAT-00087,4914112167611,TUERCA UNION VERDE 1/2,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,11,11,11,,,4,9999,uploads/productos/WhatsApp Image 2025-09-27 at 08.58.59 (1).jpeg,ID producto origen: 87 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
88,MAT-00088,7501206650073,ESCOBA METALICA P/JARDIN TRUPER,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,139,138,138,,,1,9999,,ID producto origen: 88 | Medida origen: Pieza(s),true,false,1,1,false
89,MAT-00089,6950463154809,REDUCCION CPVC 3/4X1/2,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,2,2,2,1.12,1.12,4,9999,uploads/productos/WhatsApp Image 2025-09-27 at 12.49.04.jpeg,ID producto origen: 89 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
90,MAT-00090,506240622253,ESPATULA FLEXIBLE 4 P TRUPER,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,87,87,87,64.66,64.66,1,9999,,ID producto origen: 90 | Medida origen: Pieza(s),true,false,1,1,true
91,MAT-00091,7501206630143,ESPATULA FLEXIBLE 3 P TRUPER,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,57,56,56,,,1,9999,,ID producto origen: 91 | Medida origen: Pieza(s),true,false,1,1,false
92,MAT-00092,,MARTILLO PULIDO 16 OZ UÑA CURVA TRUPER,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,104,103,103,,,1,9999,,ID producto origen: 92 | Medida origen: Pieza(s),false,false,1,1,false
93,MAT-00093,1619781332669,LLAVE DE PASO VERDE 1/2,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,13,13,13,,,4,9999,uploads/productos/WhatsApp Image 2025-09-27 at 10.44.12.jpeg,ID producto origen: 93 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
94,MAT-00094,,ESPATULA FLEXIBLE 4P TRUPER,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0,0,0,,,1,9999,,ID producto origen: 94 | Medida origen: Pieza(s),false,false,6,12,false
95,MAT-00095,,MARTILLO PULIDO 16OZ UÑA RECTA TRUPER,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,104,103,103,,,1,9999,,ID producto origen: 95 | Medida origen: Pieza(s),false,false,1,1,false
96,MAT-00096,3056027254497,REDUCCION CPVC BUSH 1X1/2,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,3,3,3,,,4,9999,uploads/productos/WhatsApp Image 2025-09-26 at 3.02.20 PM.jpeg,ID producto origen: 96 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
97,MAT-00097,7506240647874,HILO REDONDO PARA DESBROZADORA TRUPER,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,25,24,24,,,1,9999,,ID producto origen: 97 | Medida origen: Pieza(s),true,false,1,1,false
98,MAT-00098,1684974880418,COPLE VERDE 1/2,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,4,4,4,3.51,3.51,4,9999,uploads/productos/WhatsApp Image 2025-09-27 at 08.13.59.jpeg,ID producto origen: 98 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
99,MAT-00099,7506240647881,HILO P/DESBROZADORA 2.4MM X 12M TRUPER EXPERT,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,26,25,25,,,1,9999,,ID producto origen: 99 | Medida origen: Pieza(s),true,false,1,1,false
100,MAT-00100,7501206664452,JUEGO 8 DESARMADORES TRANSP PRETUL,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,185,185,185,,,1,9999,,ID producto origen: 100 | Medida origen: Pieza(s),true,false,1,1,true
101,MAT-00101,7506240647898,HILO REDONDO PARA DESBROZADORA 2.7MM X 12M,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,30,29,29,,,1,9999,,ID producto origen: 101 | Medida origen: Pieza(s),true,false,1,1,false
102,MAT-00102,7501206630402,"NIVEL 14"" C/PROTECCION TRUPER",,,category:materiales,Materiales,medida:2,PIEZAS,,,,,115,114,114,,,1,9999,,ID producto origen: 102 | Medida origen: Pieza(s),true,false,1,1,false
103,MAT-00103,7501206664513,JUEGO 8 DESARMADORES NEGROS PRETUL,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,182,182,182,,,1,9999,,ID producto origen: 103 | Medida origen: Pieza(s),true,false,1,1,true
104,MAT-00104,9418648579412,VALV CPVC DE BOLA 1/2,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,19,19,19,,,4,9999,uploads/productos/WhatsApp Image 2025-09-27 at 8.04.24 AM_9206.jpeg,ID producto origen: 104 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
105,MAT-00105,7501206630419,NIVEL 18,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,157,156,156,,,1,9999,,ID producto origen: 105 | Medida origen: Pieza(s),true,false,1,1,false
106,MAT-00106,7501206664520,JUEGO DE 6 DESARMADORES PRETUL,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,142,142,142,,,1,9999,,ID producto origen: 106 | Medida origen: Pieza(s),true,false,1,1,true
